track,sample,lon,lat,pressure
Invest_GEFS,24,168.0,49.0,986.2536
Invest_GEFS,24,170.5,51.0,991.224
Invest_GEFS,24,172.0,52.0,994.00464
Invest_GEFS,24,175.0,53.0,998.18494
Invest_GEFS,24,122.5,59.0,1000.3744
Invest_GEFS,24,121.5,53.5,997.5452
Invest_GEFS,24,100.0,41.5,997.08545
Invest_GEFS,24,123.0,53.0,995.5481
Invest_GEFS,24,123.5,53.0,995.5588
Invest_GEFS,24,100.0,41.0,993.42096
Invest_GEFS,24,100.0,41.0,992.7165
Invest_GEFS,24,100.5,40.5,988.8002
Invest_GEFS,24,100.5,41.0,989.09357
Invest_GEFS,24,101.0,41.0,989.66846
Invest_GEFS,24,124.0,45.0,988.329
Invest_GEFS,24,125.0,45.5,986.5136
Invest_GEFS,24,125.5,46.0,987.8385
Invest_GEFS,24,126.0,46.0,990.28424
Invest_GEFS,24,126.5,45.5,991.0149
Invest_GEFS,25,161.0,47.5,985.17206
Invest_GEFS,25,164.0,48.5,983.3036
Invest_GEFS,25,167.0,49.0,986.41705
Invest_GEFS,25,170.0,50.5,990.6682
Invest_GEFS,25,171.5,52.0,994.3921
Invest_GEFS,25,165.5,11.0,996.8375
Invest_GEFS,25,164.0,12.0,994.581
Invest_GEFS,25,162.5,13.5,991.9002
Invest_GEFS,25,160.5,15.0,985.12646
Invest_GEFS,25,158.0,15.5,981.0341
Invest_GEFS,25,156.0,16.5,977.70953
Invest_GEFS,25,154.0,17.0,974.5451
Invest_GEFS,25,151.5,18.0,968.2329
Invest_GEFS,25,149.0,18.5,963.8567
Invest_GEFS,25,147.0,19.5,960.92224
Invest_GEFS,25,145.5,20.0,954.6067
Invest_GEFS,25,143.5,21.0,953.5728
Invest_GEFS,25,141.0,22.5,948.23987
Invest_GEFS,25,139.0,24.0,952.8339
Invest_GEFS,25,136.5,25.5,948.7584
Invest_GEFS,25,134.5,27.0,949.4127
Invest_GEFS,26,161.5,48.0,983.649
Invest_GEFS,26,163.5,48.5,981.90857
Invest_GEFS,26,166.5,48.5,984.74365
Invest_GEFS,26,171.5,51.0,989.8443
Invest_GEFS,26,174.5,53.0,994.4178
Invest_GEFS,26,167.0,12.0,996.5408
Invest_GEFS,26,166.5,13.5,993.4213
Invest_GEFS,26,167.0,15.0,990.87256
Invest_GEFS,26,166.0,16.5,991.0019
Invest_GEFS,26,101.5,41.0,989.8404
Invest_GEFS,26,106.0,38.5,991.2795
Invest_GEFS,26,162.0,19.0,990.5825
Invest_GEFS,26,160.5,19.0,988.3894
Invest_GEFS,26,159.0,19.0,984.56177
Invest_GEFS,26,157.5,19.5,980.35297
Invest_GEFS,26,156.0,20.5,978.44867
Invest_GEFS,26,154.5,21.5,976.47156
Invest_GEFS,26,153.5,23.0,971.0265
Invest_GEFS,26,152.5,25.5,970.1679
Invest_GEFS,26,150.5,29.5,973.051
Invest_GEFS,26,150.0,32.0,980.2723
Invest_GEFS,27,162.0,47.5,984.9239
Invest_GEFS,27,164.5,48.5,983.97327
Invest_GEFS,27,167.5,49.0,985.916
Invest_GEFS,27,170.0,50.5,989.74524
Invest_GEFS,27,170.5,51.0,993.16833
Invest_GEFS,27,108.5,60.0,998.3675
Invest_GEFS,27,109.5,60.0,999.40485
Invest_GEFS,27,166.5,13.0,997.6332
Invest_GEFS,27,165.5,14.0,993.9429
Invest_GEFS,27,164.5,15.0,990.1386
Invest_GEFS,27,163.5,15.5,986.0108
Invest_GEFS,27,162.5,16.0,982.5547
Invest_GEFS,27,161.0,16.5,977.8201
Invest_GEFS,27,159.5,17.5,972.6889
Invest_GEFS,27,158.5,19.0,966.31476
Invest_GEFS,27,157.5,20.5,963.3972
Invest_GEFS,27,156.5,23.0,961.10474
Invest_GEFS,27,156.0,26.0,957.7494
Invest_GEFS,27,155.5,29.0,961.0655
Invest_GEFS,27,155.0,33.5,963.40906
Invest_GEFS,27,155.0,37.5,970.7125
Invest_GEFS,28,161.0,47.5,984.633
Invest_GEFS,28,164.0,48.0,983.2339
Invest_GEFS,28,168.0,49.0,986.0078
Invest_GEFS,28,171.0,51.0,990.5189
Invest_GEFS,28,172.5,51.5,993.492
Invest_GEFS,28,122.0,59.0,998.3348
Invest_GEFS,28,121.0,60.0,998.9991
Invest_GEFS,28,161.0,11.0,997.10596
Invest_GEFS,28,159.5,12.0,994.5457
Invest_GEFS,28,158.0,13.0,990.9191
Invest_GEFS,28,156.5,13.0,986.4398
Invest_GEFS,28,155.0,14.0,982.04224
Invest_GEFS,28,152.5,14.5,976.46625
Invest_GEFS,28,150.0,15.5,969.60065
